total.pckts,tcp.pct,udp.pct,other.pct,ip.src.unique,ip.dest.unique,eth.src.unique,eth.dest.unique,pkt.length.mean,pkt.length.std,pkt.length.var,pkt.length.min,pkt.length.max,pkt.length.pquartil,pkt.length.med,pkt.length.tquartil,pkt.delta.mean,pkt.delta.std,pkt.delta.var,pkt.delta.min,pkt.delta.max,pkt.delta.pquartil,pkt.delta.med,pkt.delta.tquartil,ttl.mean,ttl.std,ttl.var,ttl.min,ttl.max,ttl.pquartil,ttl.med,ttl.tquartil,tcp.flag.res.count,tcp.flag.cwr.count,tcp.flag.urg.count,tcp.flag.ack.count,tcp.flag.push.count,tcp.flag.reset.count,tcp.flag.syn.count,tcp.flag.fyn.count,dest.port.entropy,src.port.entropy,tcp.seq.entropy,label
1345,82.00743494423793,17.695167286245354,0.29739776951672864,143,148,4,5,671.0810408921933,668.8793255941231,447399.552207249,60.0,1514.0,66.0,173.0,1484.0,0.0007410550185873605,0.0016185276069719129,2.6196316145302265e-06,0.0,0.017102,8e-06,0.000119,0.000579,79.08686988847583,35.09522949033583,1231.675132979338,34.0,245.0,51.0,63.0,119.0,0,0,0,1088,310,12,19,11,0.6632404528167872,0.6278561518397144,0.6975345758138597,0
1159,80.24158757549613,19.15444348576359,0.6039689387402933,152,155,7,6,628.9447799827437,664.0626404075723,440979.19038507674,60.0,1514.0,66.0,124.0,1514.0,0.0008531682484900778,0.0015522200014198686,2.4093869328078964e-06,0.0,0.010605,1.2e-05,0.000182,0.000786,87.02348490077652,35.620126454095775,1268.7934086057735,42.0,255.128,53.0,64.0,126.0,0,0,0,920,241,3,20,22,0.713148904624585,0.6514990652733239,0.6556127517186082,0
2449,87.995100040833,11.75990200081666,0.2449979583503471,135,135,5,4,790.0130665577786,690.3376889821352,476566.12482919527,60.0,1514.0,66.0,762.0,1514.0,0.00040584075132707226,0.0012443668380227259,1.548448827570677e-06,0.0,0.015609,8e-06,5.9e-05,0.000189,81.63682523478971,31.96257874627142,1021.6064401116015,34.0,239.0,63.0,63.0,126.0,0,0,0,2133,699,4,42,29,0.6042364045419767,0.507234660883861,0.7462223364968904,0
3044,87.81208935611038,12.122207621550592,0.0657030223390276,119,125,3,3,833.4691195795007,692.1439100912837,479063.19227645104,60.0,1514.0,60.0,1330.0,1514.0,0.000324865308804205,0.0010331321628813158,1.0673620659798256e-06,0.0,0.015115,8e-06,5e-05,0.00015825,84.0105505913272,32.73793011016223,1071.772067897867,40.0,245.0,63.0,63.0,126.0,0,0,0,2659,763,9,17,11,0.4811050795009432,0.4170908413216587,0.6978171587111678,0
2033,87.26020659124447,12.64141662567634,0.0983767830791933,117,122,3,3,787.8312838170192,684.5142679569135,468559.78303658916,60.0,1514.0,66.0,708.0,1514.0,0.00048242302016724054,0.0013414454989579471,1.7994760266745357e-06,0.0,0.016195,7e-06,5.2e-05,0.000242,81.47890801770782,32.72196153534158,1070.726766720374,37.0,244.0,62.0,63.0,126.0,0,0,0,1764,313,5,17,9,0.63143098212135,0.5257650922167586,0.719870842896077,0
1496,83.22192513368985,16.443850267379677,0.3342245989304813,123,128,5,5,751.644385026738,691.8910032728585,478713.1604099226,60.0,1514.0,66.0,378.0,1514.0,0.0006639645721925134,0.0016958933812645596,2.8760543606169406e-06,0.0,0.017777,9e-06,8.6e-05,0.000375,80.88498796791444,37.476550405457964,1404.4918302928315,40.0,244.0,53.0,64.0,119.0,0,0,0,1223,222,7,36,10,0.6323953044536657,0.5345798500188634,0.6621498055264917,0
1648,79.12621359223301,20.024271844660195,0.8495145631067961,144,141,8,5,669.9192961165048,668.7512083489,447228.17866811395,60.0,1514.0,66.0,147.0,1484.0,0.0006048367718446601,0.0014088443409776726,1.9848423771048126e-06,0.0,0.012457,6e-06,7.549999999999999e-05,0.0004635,76.89949029126213,34.01549376940378,1157.0538163763476,37.0,255.64,51.0,63.0,114.0,0,0,0,1288,228,10,22,19,0.6513059755847548,0.6289831594010973,0.6505681612844579,0
1978,86.70374115267947,12.537917087967642,0.7583417593528816,136,137,8,5,671.9575328614762,663.0856771882808,439682.6152922409,60.0,1514.0,66.0,214.0,1484.0,0.0005028018200202225,0.001264950456027057,1.6000996562030592e-06,0.0,0.015349,7e-06,6.9e-05,0.000323,75.82143124368048,33.80717124546517,1142.924827620207,46.0,255.128,47.0,63.0,116.0,0,0,0,1703,535,9,20,10,0.6402458546505077,0.5826527274228259,0.7354509298407734,0
3647,91.14340553879902,8.445297504798464,0.4112969564025226,139,157,7,5,504.05758157389636,597.222901111129,356675.19361159333,60.0,1514.0,66.0,173.0,1326.0,0.00027397806416232516,0.0007898529790643251,6.238677285367891e-07,0.0,0.014439,8e-06,9.1e-05,0.0002165,69.5808631752125,32.295426766228296,1042.9945900128153,29.0,255.128,46.0,63.0,64.0,0,0,0,3311,1445,5,18,9,0.5211419832672209,0.4761422596676004,0.7488368830138009,0
4513,93.04232218036783,6.5809882561489035,0.37668956348327054,157,160,7,5,331.6394859295369,476.678435861471,227222.3312153385,60.0,1514.0,66.0,133.0,217.0,0.00022073210724573455,0.0005272535568310288,2.779963131909708e-07,0.0,0.01218,1.3e-05,0.000117,0.000215,62.653930866385984,27.50970300252857,756.7837592873294,37.0,255.128,46.0,51.0,63.0,0,0,0,4191,2153,5,12,9,0.4077694624348452,0.3884935138166199,0.698871601297961,0
4634,93.56927060854552,6.150194216659473,0.2805351747949935,164,171,7,4,300.8381527837721,440.75472098393715,194264.72406962828,60.0,1514.0,66.0,133.0,217.0,0.00021431592576607683,0.000506098793810683,2.5613598909662817e-07,0.0,0.010202,1.3e-05,0.000115,0.000209,61.80013185153215,25.82141102808304,666.7452674812085,37.0,255.64,46.0,51.0,63.0,0,0,0,4323,2312,8,22,16,0.38933828924281794,0.37705446098811407,0.6948816104027096,0
2133,85.7008907641819,13.924050632911392,0.3750586029067042,151,156,6,6,554.7702766057197,640.5140193067504,410258.2089284882,60.0,1514.0,66.0,133.0,1514.0,0.00046748523206751057,0.0011551469036603212,1.3343643690360272e-06,0.0,0.017854,1e-05,0.000113,0.000302,71.21710407876232,31.46793167221889,990.2307237274366,31.0,255.128,49.0,63.0,64.0,0,0,0,1795,567,17,35,37,0.6213509892233503,0.563916881503851,0.6847540531421235,0
2679,79.7685703620754,19.970138111235535,0.2612915266890631,161,168,6,6,687.7155655095185,664.1217673776016,441057.7219047491,60.0,1514.0,66.0,240.0,1514.0,0.00037178723404255324,0.0009434689544084445,8.901336679325634e-07,0.0,0.011285,7e-06,7.5e-05,0.000267,81.41431840238896,32.80955600351289,1076.4669651476486,2.0,255.128,62.5,63.0,126.0,0,0,0,2114,486,15,42,48,0.6456602918110694,0.5523664008676176,0.703897876527127,0
1623,72.08872458410352,27.54158964879852,0.36968576709796674,166,170,4,4,672.7788046826864,655.4638814389954,429632.89987107343,60.0,1514.0,66.0,215.0,1514.0,0.0006147227356746765,0.0011140389523899422,1.2410827874420798e-06,0.0,0.011015,1.5e-05,0.000187,0.000674,83.734337030191,33.860771016949634,1146.5518138622965,31.0,242.0,54.0,64.0,116.0,0,0,0,1148,262,6,34,16,0.6984112383881216,0.6353721881293422,0.6125862887418045,0
1711,68.08883693746347,31.67738164815897,0.23378141437755698,159,169,4,4,695.4196376388077,647.2271647177987,418903.00274864055,60.0,1514.0,66.0,355.0,1514.0,0.0005829181765049678,0.0010516720684223913,1.1060141394998308e-06,0.0,0.008867,1.9e-05,0.000182,0.000639,88.50779135008767,35.45810995129927,1257.2775613184283,34.0,244.0,54.0,64.0,126.0,0,0,0,1158,250,2,13,36,0.6653210318197197,0.6176258780043149,0.5894129149901755,0
1454,67.2627235213205,32.32462173314993,0.41265474552957354,146,147,4,4,724.4883081155433,646.6308295029079,418131.4296636187,60.0,1514.0,70.0,509.5,1514.0,0.000686,0.0012816884355016061,1.6427252456985548e-06,0.0,0.012938,1.5e-05,0.000193,0.0007667500000000001,87.63553988995874,33.26823777455539,1106.7756446243538,39.0,243.0,54.0,105.0,119.0,0,0,0,970,204,3,13,12,0.6589739143711807,0.6048534361470345,0.5808056135490606,0
1397,65.71224051539012,34.216177523264136,0.07158196134574087,149,161,5,5,673.0028632784538,635.6707577926742,404077.31231271266,60.0,1514.0,66.0,312.0,1514.0,0.0007113235504652828,0.0012835598431256746,1.6475258708848065e-06,0.0,0.012848,1.6e-05,0.000223,0.000761,88.67867358625627,34.384885463409255,1182.3203483317732,42.0,244.0,54.0,108.0,119.0,0,0,0,904,203,7,18,21,0.6737370390849469,0.6278363113416122,0.5593679736288737,0
1761,67.46166950596252,32.42475865985235,0.1135718341851221,178,180,4,5,551.565019875071,603.561239457684,364286.1697756957,60.0,1514.0,66.0,131.0,1083.0,0.0005657081203861442,0.001079627941482904,1.1655964920306125e-06,0.0,0.011551,1.6e-05,0.00018,0.000589,84.53633162975581,35.18331471074626,1237.865634035414,35.0,244.0,51.0,63.0,118.0,0,0,0,1172,418,23,25,12,0.649269553760157,0.616137409388288,0.5622391481429793,0
3782,85.8011634056055,14.119513484928609,0.07932310946589106,166,180,6,6,387.7704918032787,513.343689609825,263521.74366222834,60.0,1514.0,66.0,130.0,286.0,0.0002639682707562137,0.0006530923686161009,4.265296419445891e-07,0.0,0.01381,1.2e-05,0.000118,0.000236,67.06778714965627,30.2889233546704,917.4188779850979,39.0,255.64,46.0,53.0,63.0,0,0,0,3224,1770,9,33,12,0.4734210184299128,0.45257758797770037,0.731073659828819,0
2127,76.633756464504,23.1311706629055,0.23507287259050302,163,163,6,6,585.9031499764927,616.0878958504243,379564.2954134032,60.0,1514.0,66.0,171.0,1434.0,0.0004671570286788905,0.0009951064162479163,9.90236779657771e-07,0.0,0.0117,1.6e-05,0.000155,0.000434,80.31339680300891,34.650722098681655,1200.672541960065,31.0,255.128,51.0,63.0,114.0,0,0,0,1616,610,4,21,11,0.6458969484360748,0.5874161574604311,0.6630890621717704,0
1668,65.64748201438849,33.932853717026376,0.4196642685851319,148,157,5,6,671.6618705035971,634.7037319974542,402848.8274114961,60.0,1514.0,66.0,352.5,1514.0,0.0005961804556354917,0.0010457299591100163,1.0935511473802362e-06,0.0,0.010404,2.6e-05,0.00022150000000000002,0.00068525,88.08981354916068,34.690119025840815,1203.4043580270027,2.0,244.0,54.0,64.0,119.0,0,0,0,1069,263,16,28,20,0.689764128510816,0.6447808954556256,0.5889999891988007,0
1730,71.32947976878613,28.092485549132952,0.5780346820809248,140,141,4,4,691.2265895953757,638.6245174194355,407841.2742492069,60.0,1514.0,66.0,378.0,1514.0,0.0005766982658959537,0.000982029783930598,9.643824965267773e-07,0.0,0.008854,3.5e-05,0.000222,0.000624,87.73247225433526,35.28749974595951,1245.2076383210922,1.0,255.1,54.0,64.0,114.0,0,0,0,1210,304,8,42,9,0.6840251834942055,0.6277032956087599,0.613544521770547,0
1512,65.27777777777779,34.45767195767196,0.26455026455026454,155,163,5,4,645.7374338624338,626.5330301189834,392543.637830075,60.0,1514.0,66.0,193.0,1454.0,0.0006567962962962963,0.0011217742521141794,1.2583774727063265e-06,0.0,0.009007,1.6e-05,0.0002255,0.0007985,87.8359365079365,32.665350076516546,1067.0250956213797,43.0,238.1,54.0,105.0,119.0,0,0,0,957,267,19,24,26,0.6900818740007327,0.6363019568490239,0.5720909950987478,0
2370,79.02953586497891,20.675105485232066,0.29535864978902954,141,142,7,8,529.0839662447257,585.1743789092573,342429.05373183504,60.0,1514.0,66.0,138.0,1083.0,0.0004215126582278481,0.0008531825044312393,7.279203858675615e-07,0.0,0.010995,1.4e-05,0.000145,0.00037725000000000004,79.06183206751055,34.42609434794598,1185.1559720536777,40.0,255.128,50.0,63.0,114.0,0,0,0,1824,719,3,85,35,0.6499087191326145,0.5876406267756914,0.6644605107704429,0
3616,79.34181415929203,20.49225663716814,0.16592920353982302,192,199,6,8,579.320796460177,612.9830450512977,375748.21352036134,60.0,1514.0,66.0,167.0,1290.5,0.00027610647123893804,0.0005633111500150507,3.1731945173127886e-07,0.0,0.006552,7e-06,9.3e-05,0.00027824999999999996,80.19676023230087,33.80828492714224,1143.000129714833,40.0,255.128,63.0,63.0,114.0,0,0,0,2796,916,25,107,93,0.6608544719157344,0.5672810946217055,0.6860122189589516,0
3165,86.54028436018957,13.270142180094787,0.18957345971563982,158,171,8,6,703.4056872037914,664.0631617355532,440979.8827742195,60.0,1514.0,66.0,307.0,1514.0,0.0003157396524486572,0.0006786936770683419,4.606251072925467e-07,0.0,0.009228,7e-06,6.1e-05,0.000319,86.86192385466035,31.71757739662784,1006.0047159110773,40.0,255.128,63.0,63.0,121.0,0,0,6,2694,672,17,92,77,0.6907346489903832,0.5486569428281518,0.7439920886456741,0
1474,76.59430122116689,23.202170963364992,0.20352781546811397,156,159,7,6,586.1641791044776,639.3963709025289,408827.7191233243,60.0,1514.0,66.0,131.0,1484.0,0.000677303934871099,0.001373408806110333,1.8862517487014103e-06,0.0,0.015368,1.4e-05,0.000181,0.0005955,83.73328697421981,35.394860789191206,1252.7961702862253,41.0,255.64,54.0,63.0,126.0,0,0,0,1104,360,8,36,23,0.72092542087155,0.670811844638558,0.6614378741993212,0
1600,83.3125,16.5,0.1875,138,139,4,4,678.4875,672.3110635692556,452002.16619762353,60.0,1514.0,65.0,164.5,1514.0,0.000624251875,0.0014343946583686294,2.0574880359564574e-06,0.0,0.011919,7e-06,0.0001025,0.0004525,86.31052625000001,34.2641443617426,1174.0315888423374,43.0,244.0,56.0,63.0,126.0,0,0,0,1317,323,4,29,20,0.6679810226723358,0.593081678464648,0.6966905201841411,0
2525,85.86138613861387,14.019801980198022,0.1188118811881188,124,127,4,5,357.5936633663366,499.75831048420247,249758.36889802452,60.0,1514.0,66.0,130.0,266.0,0.0003945061386138614,0.0009230378729386466,8.519989148791012e-07,0.0,0.014565,1.6e-05,0.000147,0.000305,70.60606257425742,32.59314800441351,1062.3132968376042,44.0,239.0,46.0,54.0,106.0,0,0,0,2129,1083,11,75,15,0.5337834630663448,0.5165329411968241,0.7119627811410766,0
1067,72.25866916588566,27.366447985004687,0.37488284910965325,145,146,4,4,601.9400187441424,640.2444363190696,409912.9382375231,60.0,1514.0,66.0,142.0,1514.0,0.0009276729147141518,0.0017396647411718675,3.026433411676581e-06,0.0,0.020993,1.5e-05,0.000205,0.0009795,88.2697000937207,34.98271947706875,1223.7906620112851,29.0,243.0,54.0,63.0,126.0,0,0,0,765,258,2,8,8,0.7299038747263943,0.6651067990669668,0.6382095404491875,0
1488,82.25806451612904,17.607526881720432,0.13440860215053765,155,163,5,5,510.5846774193548,610.4342955139728,372630.0291396403,60.0,1514.0,66.0,127.0,1416.0,0.0006690947580645161,0.0012972418404038467,1.6828363924943597e-06,0.0,0.013705,1.4e-05,0.000181,0.00065825,81.50452284946236,35.52542830889937,1262.0560565307487,33.0,253.0,55.0,63.0,119.0,0,0,0,1201,467,14,36,11,0.7114099153377916,0.6835792092013714,0.6985464716003542,0
1487,79.75790181573639,20.107599193006052,0.13449899125756556,166,171,6,6,491.87760591795563,594.7355484813176,353710.37262737355,60.0,1514.0,66.0,113.0,1350.0,0.0006718634835238736,0.0012484238723548106,1.5585621650653802e-06,0.0,0.014018,1.5e-05,0.000197,0.000742,89.55799260255547,36.536861598569566,1334.9422554730272,33.0,253.0,56.0,63.0,126.0,0,0,0,1161,469,5,44,24,0.7494367404358716,0.7240502548109956,0.6678080016924596,0
1515,72.27722772277228,27.45874587458746,0.264026402640264,165,171,5,5,422.24158415841583,553.3115518717651,306153.67343474104,60.0,1514.0,66.0,118.0,523.5,0.0006595729372937294,0.0012034233277912415,1.4482277058721458e-06,0.0,0.013689,5.2e-05,0.000218,0.0006529999999999999,86.89039471947196,40.08709622975196,1606.9752841333936,33.0,253.0,55.0,63.0,126.0,0,0,0,1068,451,9,44,31,0.7343926828728563,0.7063544808720205,0.6153346735991257,0
1207,75.47638773819388,24.10936205468103,0.4142502071251036,173,184,4,4,524.8417564208783,618.2265083028941,382204.0155683884,60.0,1514.0,66.0,109.0,1454.0,0.0008205865782932891,0.0012920866371349973,1.6694878778628263e-06,0.0,0.010055,6.5e-05,0.000291,0.0009445,94.0816570008285,35.941241147677246,1291.772815235488,42.0,255.128,58.5,113.0,126.0,0,0,0,894,284,7,31,20,0.747686551679803,0.7154469221936028,0.6255541380738178,0
1530,78.10457516339869,21.437908496732025,0.4575163398692811,153,170,4,5,538.940522875817,614.2046256446071,377247.32216323196,60.0,1514.0,66.0,125.0,1413.0,0.0006498496732026144,0.0011927111098856919,1.422559791644759e-06,0.0,0.0102,4.2e-05,0.000209,0.0006465,91.06032156862744,35.10295145236315,1232.2172006669641,43.0,255.128,62.0,106.5,127.0,0,0,0,1169,422,13,45,34,0.7470280706597336,0.7019940059085451,0.6589785465899293,0
1242,77.45571658615137,22.14170692431562,0.40257648953301123,141,144,5,4,576.8727858293075,640.3028266616597,409987.70983091136,60.0,1514.0,66.0,121.5,1484.0,0.0007993647342995169,0.0013712236387056543,1.8802542673451746e-06,0.0,0.01113,6.125e-05,0.0002555,0.0008067500000000001,90.13717391304347,34.99417471316199,1224.592263855306,43.0,255.128,56.0,105.0,126.0,0,0,0,942,273,11,27,16,0.7392860002883143,0.6984924316641017,0.6755052209070326,0
1849,81.12493239588967,18.55056787452677,0.32449972958355866,161,173,5,5,640.0129799891833,654.6027039723247,428504.70004787884,60.0,1514.0,66.0,174.0,1484.0,0.0005382871822606814,0.0010822742505041092,1.1713175533042315e-06,0.0,0.011675,1.4e-05,0.000172,0.000517,87.80352190373175,36.131165503082336,1305.4611206111272,41.0,255.128,54.0,63.0,126.0,0,0,0,1455,346,8,84,34,0.7149157893637837,0.6376076558100647,0.6666555845974552,0
10949,95.91743538222669,3.9638323134532834,0.11873230432002922,182,192,5,5,1136.900812859622,617.536609323559,381351.463854838,60.0,1514.0,480.0,1514.0,1514.0,9.131116996986027e-05,0.00024932503565736346,6.216297340554555e-08,0.0,0.007985,4e-06,8e-06,8.9e-05,71.19426276372272,29.084382843413824,845.9013253822644,40.107,255.128,56.0,56.0,57.0,0,0,0,10431,1103,9,140,54,0.3701993303417431,0.2862124665580243,0.861511553551149,0
9505,95.86533403471857,4.113624408206207,0.021041557075223566,181,195,3,4,1257.445344555497,543.4318574550281,295318.183697022,60.0,1514.0,1514.0,1514.0,1514.0,0.0001051625460284061,0.00042372493368975317,1.795428194303857e-07,0.0,0.01223,4e-06,8e-06,6.5e-05,66.30347143608627,24.763312222839726,613.2216322458434,2.0,245.0,56.0,56.0,56.0,0,0,0,9075,697,27,60,29,0.21485350600171452,0.19729976633433968,0.8961200869728895,0
1344,81.17559523809523,18.75,0.0744047619047619,152,146,6,6,613.3653273809524,642.5332691417817,412849.00195402536,60.0,1514.0,62.0,166.5,1514.0,0.0007415870535714286,0.0014802559889636635,2.1911577928627938e-06,0.0,0.012444,4.7e-05,0.0001825,0.00068625,91.28989583333333,39.79472378458169,1583.6200410911515,30.0,247.0,56.0,64.0,127.0,0,0,0,1074,334,10,27,21,0.7565264521264108,0.6828236140621459,0.6653790599633378,0
2100,87.23809523809524,12.571428571428573,0.19047619047619047,150,157,9,8,418.1304761904762,481.1835041576418,231537.56467342726,60.0,1514.0,66.0,146.0,625.75,0.0004741838095238095,0.0011629346982776317,1.3524171124580864e-06,0.0,0.013216,9e-06,0.0001175,0.000316,77.90016047619048,33.52866523271157,1124.1713922872414,30.0,255.128,55.0,63.0,114.0,0,0,0,1813,936,20,35,89,0.6711714495203887,0.64775404188447,0.7373253531746359,0
1405,79.78647686832741,20.1423487544484,0.0711743772241993,151,163,8,7,381.90604982206406,480.1075434476524,230503.25327533943,60.0,1514.0,66.0,122.0,560.0,0.000707220640569395,0.0013937153106848906,1.942442367237481e-06,0.0,0.016642,3.9e-05,0.0002,0.000636,84.00861921708186,34.8197974735319,1212.4182960977785,30.0,245.0,55.0,63.0,121.0,0,0,0,1109,562,9,18,67,0.7165641753546512,0.7106523884535147,0.6707288534601938,0
1042,74.76007677543186,24.664107485604607,0.5758157389635317,150,151,3,3,379.04414587332053,541.2201765542414,292919.27950940427,60.0,1514.0,60.0,81.0,348.5,0.0009583483685220729,0.0016924118096580273,2.8642577334699586e-06,0.0,0.013666,6.025e-05,0.000234,0.0010414999999999999,93.81159309021112,35.064859201456024,1229.544350817935,40.0,245.0,62.0,112.0,126.0,0,0,0,762,280,12,29,63,0.7403244502171465,0.7320744890730078,0.5939968550538374,0
1350,77.77777777777779,21.62962962962963,0.5925925925925926,169,170,7,6,351.58666666666664,497.7188328665761,247724.03659006674,60.0,1514.0,66.0,127.0,270.0,0.000738502962962963,0.0015247299581026687,2.3248014451357656e-06,0.0,0.014966,2.925e-05,0.0001855,0.0005597499999999999,79.37510148148148,35.64513538705354,1270.5756767613766,30.0,253.0,46.02725,63.0,117.0,0,0,0,1038,548,5,15,14,0.6623191235490216,0.6519007531424772,0.6733661727554096,0
1052,71.7680608365019,27.756653992395435,0.4752851711026616,142,153,2,2,483.14638783269965,600.3489925855233,360418.9128984527,60.0,1514.0,66.0,106.0,1054.25,0.0009396007604562737,0.0016326883093329058,2.6656711154323427e-06,0.0,0.011945,2.1e-05,0.0002485,0.00094775,88.98056844106465,39.47532756036568,1558.3014859981658,38.0,253.0,54.0,63.0,126.0,0,0,0,733,231,8,32,25,0.7391439916834678,0.7107955062255136,0.5830216895239558,0
1277,75.41111981205951,24.432263116679717,0.15661707126076743,153,147,3,3,354.90446358653094,510.7402353881317,260855.58804432413,60.0,1514.0,66.0,119.0,263.0,0.0007812842599843382,0.0014640158922529835,2.1433425327692995e-06,0.0,0.013421,5.3e-05,0.000211,0.000699,84.525863743148,37.57105097805809,1411.5838715958396,41.0,255.128,54.0,63.0,119.0,0,0,0,955,454,3,17,17,0.7005307955960214,0.6842500477187287,0.6562638209278127,0
863,68.94553881807649,30.475086906141367,0.5793742757821553,132,137,4,4,407.8655851680185,558.2006167565779,311587.92854742403,60.0,1514.0,66.0,106.0,454.0,0.0011559374275782156,0.0018272186103223819,3.338727849908456e-06,0.0,0.014751,6.9e-05,0.000401,0.001575,92.72230475086906,35.665396913191145,1272.0205369754647,41.0,255.128,63.0,112.0,126.0,0,0,0,590,250,3,8,11,0.7490875951867213,0.7326115648647308,0.5771096142736201,0
1222,76.02291325695582,23.567921440261866,0.4091653027823241,161,163,10,9,395.9328968903437,547.9373776051959,300235.3697768591,60.0,1514.0,66.0,112.0,386.75,0.0008141333878887071,0.0013527485567794092,1.8299286578687747e-06,0.0,0.010837,5e-05,0.0002545,0.0009525,87.23842716857611,34.741281446496046,1206.9566365446503,2.0,255.128,54.0,63.0,126.0,0,0,0,919,428,6,15,14,0.7265869167971123,0.6989034270589828,0.6648960919404703,0
1100,71.45454545454545,27.636363636363637,0.9090909090909091,140,154,4,4,449.97818181818184,585.8760140167448,343250.7038001489,60.0,1514.0,66.0,108.0,661.5,0.0009073427272727274,0.0015630311379816167,2.4430663383001076e-06,0.0,0.014147,2.2e-05,0.000235,0.00100325,92.0848,35.38434212848011,1252.051667865332,43.0,255.128,55.0,112.0,127.0,0,0,0,773,293,3,23,11,0.7479634604041725,0.7293189114748788,0.6292469362054939,0
1001,71.62837162837162,27.57242757242757,0.7992007992007992,135,126,3,3,503.0789210789211,605.1138081098751,366162.7207652348,60.0,1514.0,66.0,127.0,1350.0,0.0009981478521478523,0.0016861568646237756,2.843124972117882e-06,0.0,0.010599,6.8e-05,0.000278,0.001088,90.03815584415585,35.142337275680575,1234.9838691976886,45.0,255.128,62.0,108.0,119.0,0,0,0,709,271,4,12,4,0.7250110257353243,0.705132314417852,0.6584741853331126,0
1747,77.5615340583858,22.152261018889526,0.28620492272467085,151,166,3,3,378.64682312535774,523.532500399664,274086.2789747241,60.0,1514.0,66.0,127.0,325.0,0.0005712856325128792,0.0010925842733228214,1.1937403943123575e-06,0.0,0.010342,1.8e-05,0.00018,0.0005405,76.86426388093875,32.45280351532376,1053.1844560042102,41.0,255.128,54.0,63.0,113.0,0,0,0,1334,618,4,36,23,0.6524420638581565,0.6375908662088942,0.6856350070855666,0
1118,77.10196779964222,22.62969588550984,0.26833631484794274,127,123,3,3,568.1431127012522,641.4509090085005,411459.26866783155,60.0,1514.0,66.0,127.0,1514.0,0.0008936815742397138,0.0016805240908451325,2.824161219910859e-06,0.0,0.014249,1.6e-05,0.0002285,0.000937,84.85629338103757,32.800084847229755,1075.845565985471,39.0,239.0,55.0,63.0,119.0,0,0,0,853,272,2,16,13,0.7220510994486781,0.6689378829987598,0.6578419683496652,0
1150,69.65217391304348,30.08695652173913,0.26086956521739135,151,162,3,3,413.14,559.5889098319967,313139.7480069626,60.0,1514.0,66.0,111.0,479.75,0.0008685426086956522,0.0015073330182925617,2.272052828034964e-06,0.0,0.01436,5.4e-05,0.000252,0.00099775,95.29424086956521,36.89096288781977,1360.9431427904954,42.0,255.128,62.25,113.0,126.0,0,0,0,789,307,5,23,18,0.742664227234243,0.7129875160112448,0.5992215142204248,0
1379,79.33284989122552,20.304568527918782,0.36258158085569253,148,157,7,5,717.5242929659173,675.1489272553204,455826.0739740099,60.0,1514.0,66.0,247.0,1514.0,0.0007249042784626542,0.0014136810685387341,1.998494163544817e-06,0.0,0.014997,1.1e-05,0.00016,0.0007019999999999999,97.18860116026106,32.39317242534917,1049.317619778402,30.0,239.0,63.0,118.0,126.0,0,0,0,1071,229,14,33,18,0.6984100601519415,0.6007357402707206,0.7005586437989606,0
1203,75.81047381546135,24.023275145469658,0.1662510390689942,149,148,6,5,533.5777223607647,616.7547517957968,380386.4238626949,60.0,1514.0,66.0,127.0,1434.0,0.0008307182044887782,0.0013897338507544818,1.93136017593288e-06,0.0,0.013754,1.5e-05,0.000245,0.0010615,93.92662094763091,34.94857129433336,1221.4026355151018,30.0,244.0,63.0,113.0,126.0,0,0,0,892,306,9,31,13,0.7273233135301206,0.6825668043788012,0.6212709543352889,0
1259,74.58300238284352,25.258141382049242,0.15885623510722796,167,172,5,4,546.6100079428118,636.2559138026829,404821.5878488871,60.0,1514.0,66.0,116.0,1454.0,0.0007922057188244639,0.0014163114282458042,2.0059380617796697e-06,0.0,0.010936,1.8e-05,0.000191,0.0007785,86.014045274027,33.3212757733328,1110.3074191624955,30.0,242.0,56.0,63.0,121.0,0,0,0,926,267,5,21,10,0.6969881849506063,0.6506173913158213,0.6051142367366992,0
1035,74.39613526570048,25.217391304347824,0.3864734299516908,154,161,2,2,429.35748792270533,572.3270254930633,327558.22410973755,60.0,1514.0,66.0,106.0,485.5,0.0009593700483091788,0.0014703969060056552,2.1620670611910037e-06,0.0,0.010467,2.55e-05,0.000296,0.001227,91.82750917874395,32.48785854553845,1055.4609528749156,37.0,242.0,63.0,112.0,126.0,0,0,0,758,293,8,17,32,0.7455597078518741,0.7220928236094147,0.6221906405523474,0
971,72.29660144181257,27.394438722966015,0.30895983522142123,148,154,7,6,446.8609680741504,585.8008213545628,343162.6022996804,60.0,1514.0,66.0,106.0,641.0,0.0010266354273944388,0.001912303226974803,3.656903631898245e-06,0.0,0.015521,1.6e-05,0.000242,0.0011055000000000001,92.84073017507723,34.4246132193577,1185.0539953023772,30.0,243.0,62.0,112.0,126.0,0,0,0,688,262,4,24,4,0.7465400644947777,0.7210989401532307,0.5871676331039588,0
1161,74.59086993970715,25.32299741602067,0.08613264427217916,137,144,2,2,495.47286821705427,602.1319503943015,362562.88568564557,60.0,1514.0,66.0,105.0,1168.0,0.0008607562446167098,0.0016124338740831244,2.599942998290713e-06,0.0,0.014042,1.5e-05,0.000194,0.000829,90.64566752799311,37.20831269640569,1384.458533713505,43.0,243.0,62.0,63.0,126.0,0,0,0,841,291,5,37,14,0.7491520641570081,0.719776625742442,0.6297220717683946,0
